"","State_UT","fiscal_year","State_Govt","Central_Govt","Same_Gov","Population","I: DEVELOPMENTAL EXPENDITURE (A + B)","I: TAX REVENUE (A+B)","I.1: Development (a + b)","I.1.a.2: Medical and Public Health","I.1.a.6: Urban Development","I.1.b.2: Rural Development","I.1.b.10: General Economic Services (i + ii)","I.1.b.7.i: Roads and Bridges","I.6: WMA from RBI","I.A.1: Taxes on Income (i+ii)","I.A.3.i.a: Central Sales Tax","I.A.3.i.b: State Sales Tax/VAT","I.A.3.vii: State Goods and Services Tax","I.B: Share in Central Taxes (i to ix)","I.B.i: Central Goods and Services Tax (CGST)","I.B.iii: Income Tax","II: NON-DEVELOPMENTAL EXPENDITURE (General Services) (A to F)","II: NON-TAX REVENUE (C+D)","II.2: Central Plan Schemes","II.3: Centrally Sponsored Schemes","II.D.5.c.1: GST compensation","II.D.5.c.2: VAT compensation","II.D.5.c.3: Central sales tax compensation","Total: TOTAL EXPENDITURE (I+II+III)","Total: TOTAL REVENUE (I+II)"
"271","Haryana","2022-2023","BJP","BJP",1,25351,72197.9391,82653.485,20073.7547,1468.32,4555.02,2600.2,550.25,1940.37,1464,0,717.788,13381.14,32825,8925.98,2930.86,2691.68,44000.68823,23771.2216,0,0,NA,NA,NA,116198.6273,106424.7066
"272","Haryana","2023-2024","BJP","BJP",1,25351,79826.6632,86880.9301,16483.7747,1658.6,1300.04,1181.37,349.5,2405,20000,0,811.3474,12138.0235,33480,11164.43,3610.05,3476.39,46244.7887,22241.4886,0,0,NA,NA,NA,126071.4519,109122.4187
"273","Himachal Pradesh","1990-1991","Congress","Samajwadi Janta Party",0,5171,620.98,348.86,142.68,6.17,0.78,0.01,1.24,40.88,0,0,6.91,51.09,0,187.96,0,22.42,278.19,457.77,-2.8,2.9,0,0,0,901.47,806.63
"274","Himachal Pradesh","1991-1992","Congress","Congress",1,5171,642.18,432.75,182.88,10.09,0.47,0.03,1.48,47.26,0,0,0,66.9,0,239.82,0,32.08,337.13,559.67,0,4.47,0,0,0,982.56,992.42
"275","Himachal Pradesh","1992-1993","Congress","Congress",1,5171,748.29,497.92,194.29,11.75,0.68,0.05,1.36,0,0,0,8.04,59.4,0,276.25,0,36.12,393.52,554.57,0,4.23,0,0,0,1145.57,1052.49
"276","Himachal Pradesh","1993-1994","Congress","Congress",1,5171,887.42,545.25,214.48,6.44,0.67,0.04,1.62,61.39,0,0,11.2,74.21,0,289.51,0,45.96,460.42,919.87,0,5.75,0,0,0,1351.5,1465.12
"277","Himachal Pradesh","1994-1995","Congress","Congress",1,5171,1085.91,668.28,482.38,9.12,0.59,0.12,3.57,75.44,0,0,14.56,83,0,368.83,0,51.31,524.71,638.08,0,7.84,0,0,0,1614.28,1306.36
"278","Himachal Pradesh","1995-1996","Congress","Congress",1,5171,1276.63,741.8,315.42,6.79,0.69,0.15,4.33,94.49,0,0,17.61,94.05,0,400.28,0,78.89,623.54,1012.23,0,6.96,0,0,0,1904.35,1754.03
"279","Himachal Pradesh","1996-1997","Congress","Jata Dal",0,6078,1439.62,852.33,334.31,9.56,1.27,0.73,5.57,89.22,0,0,18.45,113.27,0,440.23,0,67.51,702.59,1139.68,0,4.36,0,0,0,2146.87,1992.01
"280","Himachal Pradesh","1997-1998","Congress","Jata Dal",0,6078,1845.48,1127.39,521.18,14.66,2.58,0.05,9.08,121.45,0,0,21.85,132.64,0,651.23,0,95.17,842.43,1043.06,0,4.22,0,0,0,2699.14,2170.45
"281","Himachal Pradesh","1998-1999","BJP","BJP",1,6078,2231.44,1299.35,562.32,21.34,4.27,0.05,6.13,170.52,0,0,24.05,150.19,0,727.33,0,100.62,1088.04,1012.57,0,7.08,0,0,0,3334.26,2311.92
"282","Himachal Pradesh","1999-2000","BJP","BJP",1,6078,2352.86,1541.25,520.1,27.14,0.62,0.02,4.73,213.1,0,0,31.14,163.3,0,920.98,0,117.97,1449.58,2174.04,0,6.28,0,0,0,3821.54,3715.29
"283","Himachal Pradesh","2000-2001","BJP","BJP",1,6078,2742.12,1058.75,481.52,36.64,1.05,0.13,2.15,175.9,0,0,32.06,258.89,0,330.34,0,0,1613.64,1986.83,0,5.03,0,0,0,4376.18,3045.58
"284","Himachal Pradesh","2001-2002","BJP","BJP",1,6078,2613.67,1240.63,641.49,18.41,0.12,0,1.53,131.5,0,0,43.14,311.92,0,325.07,0,0,1941.79,2475.17,0,10.63,0,0,0,4576.26,3715.8
"285","Himachal Pradesh","2002-2003","BJP","BJP",1,6078,2954.86,1235.16,848.57,19.8,0.25,0,1.75,160.8,0,0,44.42,338.92,0,347.63,0,0,2130.67,2423.59,0,8.24,0,0,0,5141.16,3658.75
"286","Himachal Pradesh","2003-2004","Congress","BJP",0,6078,3101.92,1433.87,761.8,50.36,0.78,1.12,2.17,223.13,2874.13,0,47.99,388.75,0,449.54,0,0,2483.3,2547.05,0,4.07,0,0,0,5588.09,3980.92
"287","Himachal Pradesh","2004-2005","Congress","Congress",1,6078,3067.49,1789.2,624.15,61.07,0.98,0.2,1.51,185.87,1898.34,0,37.54,504.82,0,537.32,0,0,2722.58,2845.31,0,3.22,0,0,0,5792.94,4634.51
"288","Himachal Pradesh","2005-2006","Congress","Congress",1,6078,3641.89,1990.28,769.03,48.41,0.46,3.5,0.91,252.76,232.78,0,80.49,641.62,0,493.26,0,0,2818.07,4568.35,0,3.4,0,0,0,6466.15,6558.62
"289","Himachal Pradesh","2006-2007","Congress","Congress",1,6078,4341.39,2285.54,1048.56,43.6,1.68,4.5,1.28,219.79,42,0,93.29,808.2,0,629.16,0,119.24,3299.85,5549.68,0,5.54,0,0,0,7644.11,7835.22
"290","Himachal Pradesh","2007-2008","BJP","Congress",0,6865,4859.23,2751.83,1354.65,32.85,20.36,3.43,3.27,327.63,0,0,113.18,962.23,0,793.65,0,169.06,3429.38,6389.73,0,4.43,0,0,0,8291.76,9141.56
"291","Himachal Pradesh","2008-2009","BJP","Congress",0,6865,5516.45,3079.98,2014.79,79.72,22.68,0.67,81.62,468.12,0,0,139.32,1087.46,0,837.49,0,172.42,3917.71,6228.01,0,0,0,0,0,9438.13,9307.99
"292","Himachal Pradesh","2009-2010","BJP","Congress",0,6865,6769.94,3436.15,1879.88,69.48,12.63,0.1,87.47,497.98,0,0,199.29,1260.05,0,861.63,0,197.52,4376.78,6910.21,0,0,0,0,0,11151.01,10346.36
"293","Himachal Pradesh","2010-2011","BJP","Congress",0,6865,7961.09,5357.73,1715.66,66.25,13.35,0.05,83.42,425.4,0,0,295.8,1695.77,0,1715.35,0,354.32,5279.26,7352.88,0,0,0,0,0,13246.09,12710.61
"294","Himachal Pradesh","2011-2012","BJP","Congress",0,6865,8196,6106.29,1736.53,29.19,1.3,0,62.09,656.02,0,0,244.78,2133.37,0,1998.37,0,399.57,5690,8436.58,0,0,0,0,0,13897.97,14542.86
"295","Himachal Pradesh","2012-2013","Congress","Congress",1,6865,9548.89,6908.17,1881.24,54.79,1,0.37,101.77,688.71,0,0,248.37,2364.67,0,2282.02,0,490.78,6618.19,8689.95,0,0.04,0,0,0,16174.25,15598.12
"296","Himachal Pradesh","2013-2014","Congress","Congress",1,6865,10296.57,7612.44,1774.84,72.91,0.97,0,80.02,686.49,628.57,0,394.68,2584.81,0,2491.53,0,551.79,7046.82,8098.64,0,0,0,0,0,17352.48,15711.07
"297","Himachal Pradesh","2014-2015","Congress","BJP",0,6865,12174.27,8584.33,2390.077,62.2717,0.8891,0.63,87.861,836.3726,6860.3016,0,422.1374,2329.2598,0,2644.17,0,659.41,7603.65,9259.1211,0,0,0,0,0,19787.05,17843.451
"298","Himachal Pradesh","2015-2016","Congress","BJP",0,6865,13504.3943,10306.9768,2775.9743,117.2269,0.7888,4.6085,132.0517,1273.7386,1785.4034,0,496.7336,2491.6552,0,3611.17,0,786.68,8788.4641,13133.5005,0,0,0,0,0,22302.8142,23440.4773
"299","Himachal Pradesh","2016-2017","Congress","BJP",0,6865,15606.2416,11382.7459,3290.6655,285.5275,1.3791,3.49,151.5777,1457.544,1670.72,0,425.1956,927.1906,0,4343.7033,0,968.47,9727.9509,14881.5907,0,0,0,0,0,25344.2214,26264.3366
"300","Himachal Pradesh","2017-2018","BJP","BJP",1,6865,16033.3215,11908.9832,3563.8888,262.8648,1.272,2.2617,160.965,1531.7485,400.14,0,137.5623,1430.0405,2317.9952,4316.4726,68.36,1241.88,11009.5426,15458.0794,0,0,539,0,0,27053.1589,27367.0626
"301","Himachal Pradesh","2018-2019","BJP","BJP",1,6865,17980.4645,13002.584,4357.1959,345.6061,1.2105,16.015,232.8264,1942.0541,1495.93,0,13.6988,1171.7338,3449.6787,5322.77,1340.15,1390.66,11438.765,17947.7347,0,0,2037,0,0,29428.6209,30950.3187
"302","Himachal Pradesh","2019-2020","BJP","BJP",1,6865,18384.9566,12301.3792,4970.1693,231.7751,76.5305,13.11,171.3776,2205.1185,3443.6819,0,19.1362,1150.3892,3550.3417,4677.56,1327.34,1249.68,12335.2036,18436.5313,0,0,1877.3301,0,0,30730.427,30737.9105
"303","Himachal Pradesh","2020-2021","BJP","BJP",1,6865,20071.298,12837.2341,5139.6755,302.0504,29.0625,10.36,177.1675,2315.5477,7744.4749,0,48.2491,1581.8572,3466.5834,4753.92,1419.55,1464.84,13454.2576,20601.0352,0,0,NA,NA,NA,33534.9283,33438.2693
"304","Himachal Pradesh","2021-2022","BJP","BJP",1,6865,22287.0721,17063.6227,5639.7564,293.8013,61.4762,38.5275,420.3285,2162.9815,1043.49,0,64.7938,1527.4495,4482.1464,7349.04,2105.41,2169.83,13899.7607,20245.679,0,0,NA,NA,NA,36194.5426,37309.3017
"305","Himachal Pradesh","2022-2023","Congress","BJP",0,6865,24023.0604,17659.5817,5471.0677,155.725,62.3,32.78,466.12,2013,2000.0002,0,54.3484,1755.6516,5129.7938,6778.19,2225.63,2044,16245.1082,18715.7276,0,1e-04,NA,NA,NA,40278.8019,36375.3093
"306","Himachal Pradesh","2023-2024","Congress","BJP",0,6865,25040.4843,21503.9891,5046.5277,163.8216,62,21.12,993.52,1691.1,2000.0002,0,44.716,1795.3332,6263.7724,8478.02,2741.39,2639.89,17652.8776,16495.8818,0,0,NA,NA,NA,42703.9952,37999.8709
"307","Jharkhand","1990-1991",NA,"Samajwadi Janta Party",0,21844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"308","Jharkhand","1991-1992",NA,"Congress",0,21844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"309","Jharkhand","1992-1993",NA,"Congress",0,21844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"310","Jharkhand","1993-1994",NA,"Congress",0,21844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"311","Jharkhand","1994-1995",NA,"Congress",0,21844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"312","Jharkhand","1995-1996",NA,"Congress",0,21844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"313","Jharkhand","1996-1997",NA,"Jata Dal",0,26946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"314","Jharkhand","1997-1998",NA,"Jata Dal",0,26946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"315","Jharkhand","1998-1999",NA,"BJP",0,26946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316","Jharkhand","1999-2000",NA,"BJP",0,26946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"317","Jharkhand","2000-2001","BJP","BJP",1,26946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"318","Jharkhand","2001-2002","BJP","BJP",1,26946,3649.02,4268.69,1358.92,19.36,38.48,516.25,1.01,185.8,0,0,259.93,1255.07,0,2192.74,0,0,2349.25,1830.94,2,0,0,0,0,5999.14,6099.63
"319","Jharkhand","2002-2003","BJP","BJP",1,26946,4921.96,4584.14,1498.67,52.74,90.56,513.18,2.94,210.14,0,0,266.54,1355,0,2306.3,0,0,2814.41,2822.34,0,0,0,0,0,7737.22,7406.48
"320","Jharkhand","2003-2004","BJP","BJP",1,26946,4321.76,4427.72,1493.02,48.71,71.55,528.48,2.92,192.39,0,0,458.71,1091.26,0,2150.08,0,0,2979.35,3015.77,0,0,0,0,0,7301.96,7443.49
"321","Jharkhand","2004-2005","BJP","Congress",0,26946,5458.79,4876.05,1969.72,50.32,73.19,629.71,24.46,277.85,0,0,527.52,1254.95,0,2474.17,0,0,2959,2431.13,136.23,455.77,0,0,0,8418.57,7307.18
"322","Jharkhand","2005-2006","BJP","Congress",0,26946,6435.36,5121.51,2129.23,63,60.3,575.94,20,296.5,0,0,650.79,1499.16,0,2233.04,0,0,3319.96,3081.26,0,0,0,0,0,9755.94,8202.77
"323","Jharkhand","2006-2007","independent","Congress",0,26946,7716.44,6946.13,2664.73,147.49,69.83,602.33,21,520.1,0,-0.2,650.79,1807.21,0,3817.98,0,725.96,3515.23,3198.34,0,0,0,0,0,11234.33,10144.47
"324","Jharkhand","2007-2008","independent","Congress",0,32988,8242.47,8345.49,3585.49,226.42,257,661.39,20.06,542.47,0,-0.22,738.65,2051.18,0,4795.15,0,918.59,4853.06,3266.58,0,0,0,0,0,13095.68,11612.07
"325","Jharkhand","2008-2009","JMM","Congress",0,32988,9897.78,11107.81,3666.08,260.74,509.3,636.17,84.14,575.07,0,0,650.15,3064.85,0,6023.68,0,1266.17,5545.83,4999.28,0,0,0,0,0,15479.21,16107.09
"326","Jharkhand","2009-2010","President's Rule","Congress",0,32988,10724,11323.74,3596.78,103.79,539.75,693.86,29.51,735.93,0,-0.13,700,3500,0,5763.38,0,1196.56,6502.75,8517.03,0,0,0,0,0,17227.21,19840.77
"327","Jharkhand","2010-2011","BJP","Congress",0,32988,13353.24,12307,4029.54,221.69,596,829.5,11.3,817.4,0,-0.14,725,3778,0,6339.71,0,1316.21,6888.89,7794.73,0,0,0,0,0,20242.58,20101.73
"328","Jharkhand","2011-2012","BJP","Congress",0,32988,13146.03,14123.82,3003.81,163.53,176.09,849.88,33.18,796.66,229.19,0,834.95,4690.71,0,7169.93,0,1433.54,7845.55,8295.64,0,0,0,0,0,20991.58,22419.45
"329","Jharkhand","2012-2013","BJP","Congress",0,32988,14730.57,16411.72,4042.52,146.84,182.43,886.85,13.97,1498.9,368.79,43.49,910.11,5511.32,0,8188.05,0,1760.78,8667.25,8357.83,0,0.01,0,0,0,23397.83,24769.56
"330","Jharkhand","2013-2014","JMM","Congress",0,32988,13472.03,18319.11,4554.48,166.18,0.14,1148.93,15.45,1877.26,315.58,49.91,1188.28,6117.65,0,8939.32,0,1979.65,9959.36,7817.68,0,0,0,0,0,23431.39,26136.79
"331","Jharkhand","2014-2015","BJP","BJP",1,32988,21171.38,19836.815,5216.6098,260.9735,0,1360.2218,13.5292,2435.9945,0,57.1058,1027.324,7046.7319,0,9487.01,0,2365.76,10623.45,11727.741,0,0,0,0,0,31794.84,31564.557
"332","Jharkhand","2015-2016","BJP","BJP",1,32988,24550.4009,27447.69706,7587.1541,339.8698,0,1751.5416,63.421,3373.8336,0,82.8846,1088.921228,7910.031229,0,15968.75,0,3503.37,12002.42977,13190.65407,0,0,0,0,0,36552.83067,40638.35113
"333","Jharkhand","2016-2017","BJP","BJP",1,32988,32062.1293,32441.1742,10188.2065,511.5463,49,2074.5684,74.2661,4292.3409,0,67.6990852,1382.901171,9165.798006,0,19141.92276,0,4263.73,13023.75841,14612.75604,0,0,0,0,0,45085.88771,47053.93025
"334","Jharkhand","2017-2018","BJP","BJP",1,32988,34392.0772,33497.07134,11145.5921,309.489,40,2092.7882,70.9993,5036.911,0,74.008,249.9820836,5464.708289,6258.3188,19009.2104,299.2001,5467.42,16558.32727,19258.9605,0,0,1539.9,0,0,50950.40447,52756.03184
"335","Jharkhand","2018-2019","BJP","BJP",1,32988,32828.6563,38658.19443,9919.5429,273.1379,30,2460.6598,100.506,3843.0142,0,78.6015925,85.699529,3387.074961,8200.8402,23906.16571,5900.18,6122.43,17426.78104,17493.4937,0,0,1092.705,0,0,50255.43734,56151.68813
"336","Jharkhand","2019-2020","JMM","BJP",0,32988,37741.1544,37364.4942,8639.5393,347.688,0,1991.1122,44.5398,3674.3281,0,83.9308,62.6791,3933.6396,8417.7237,20593.0549,5843.7,5501.74,18713.7736,21052.6496,0,0,1532.7222,0,0,56456.149,58417.1438
"337","Jharkhand","2020-2021","JMM","BJP",0,32988,39360.9146,36592.3087,7694.7317,586.1332,0,1283.4854,43.6154,3081.2139,0,74.7742,21.4971,4279.3823,7930.5543,19712.2313,5863.13,6093.05,19902.676,19557.4171,0,0,NA,NA,NA,59263.5906,56149.7258
"338","Jharkhand","2021-2022","JMM","BJP",0,32988,41222.6043,49024.252,8642.6036,488.6795,0,1142.7525,54.9547,3143.0711,0,46.1498,24.4218,5188.9485,9557.3971,27734.6403,8367.18,8693.39,21555.3052,20697.6093,0,0,NA,NA,NA,62777.9095,69721.8613
"339","Jharkhand","2022-2023","JMM","BJP",0,32988,52042.0453,51856.58,15654.4802,459.1718,946.76,3032.853,82.5002,3300,0,144.4249,117.0676,6332.3554,10450,27012.1551,6800,7200,24231.1081,31168.5819,0,0,NA,NA,NA,76273.3035,83025.1619
"340","Jharkhand","2023-2024","JMM","BJP",0,32988,58884.1014,64639.29,19987.2051,1054.284,829.9,3596.51,42.0002,5300,0,97.128,105.5409,8589.0094,14000,33782.162,8475.58,9005,25791.7497,33697.86,0,0,NA,NA,NA,84676.0012,98337.15
"341","Karnataka","1990-1991","Congress","Samajwadi Janta Party",0,44977,2698.23,2992.47,643.42,6.57,0,1.82,-1.82,37.24,0,47.45,228.6,1050.93,0,660.35,0,203.06,1174.59,899.71,0.15,5.49,0,0,0,3971.09,3892.18
"342","Karnataka","1991-1992","Congress","Congress",1,44977,3414.23,3682.28,772.27,5.28,0,0.45,-0.71,45.42,0,56.96,279.22,1374.01,0,782.08,0,251.65,1422,1093.19,0.93,7.35,0,0,0,4954.12,4775.47
"343","Karnataka","1992-1993","Congress","Congress",1,44977,3767.33,4029.78,767.55,7.12,0,1.66,-1.15,52.86,0,71.93,407.16,1368.64,0,931.97,0,298.57,1699.69,1391.88,0.01,13.37,0,0,0,5591.69,5421.66
"344","Karnataka","1993-1994","Congress","Congress",1,44977,4179.4,4829.75,1164.89,10.25,0,1.78,0.38,57.62,0,87,361.44,1916.46,0,1017.41,0,383.15,1904.92,1494.9,0.8,13.88,0,0,0,6208.25,6324.65
"345","Karnataka","1994-1995","Jata Dal","Congress",0,44977,4816.7,5425.24,1114.62,11.11,0.02,2.73,-0.35,75.49,0,109.22,505.67,2000.09,0,1135.93,0,421.83,2300.89,1543.15,0.31,12.52,0,0,0,7264.52,6968.39
"346","Karnataka","1995-1996","Jata Dal","Congress",0,44977,5695.82,6718.6,1215.76,13.82,5.16,0.19,-1.25,64.99,0,155.49,240.65,2713.8,0,1444.67,0,600.93,2670.23,1824.85,0.41,6.37,0,0,0,8481.18,8543.45
"347","Karnataka","1996-1997","Jata Dal","Jata Dal",1,52851,6900.92,7497.64,1117.77,7.93,0.1,-0.02,-1.16,92.12,0,158.95,139.29,3370.9,0,1729.8,0,722.47,3106.42,2124.54,61.47,15.32,0,0,0,10201.08,9622.18
"348","Karnataka","1997-1998","Jata Dal","Jata Dal",1,52851,7034.44,8588.2,1174.72,68.16,0.36,0.19,-0.75,106.23,0,133.01,213.17,3615.61,0,2176.33,0,1127.29,3580.96,2025.19,0.16,19.16,0,0,0,10890.21,10613.39
"349","Karnataka","1998-1999","Jata Dal","BJP",0,52851,7987.62,8866.96,1709.67,87.88,0.3,2.2,-0.65,158.46,0,162.76,448.49,3816.68,0,1923.92,0,774.05,4125.62,2363.48,0.13,23.85,0,0,0,12445.61,11230.44
"350","Karnataka","1999-2000","Congress","BJP",0,52851,9483.14,9877.15,1729.36,94.17,0,0.01,-0.45,172.36,0,167.59,550.75,4132.48,0,2132.78,0,883.68,5332.95,3029.3,0.17,23.56,0,0,0,15231.75,12906.45
"351","Karnataka","2000-2001","Congress","BJP",0,52851,10519.9,11616.5,1899.25,71.61,0.1,1.57,5.57,274.92,0,175.04,772.13,4614.2,0,2573.83,0,0,5633.62,3206.22,0.04,4.78,0,0,0,16684.95,14822.72
"352","Karnataka","2001-2002","Congress","BJP",0,52851,11826.59,12476.65,2054.13,79.03,0,0.02,7.77,258.05,0,169.86,679.35,4590.08,0,2623.38,0,0,6215.31,2844.6,0,20.16,0,0,0,18605.7,15321.25
"353","Karnataka","2002-2003","Congress","BJP",0,52851,11128.66,13225.91,2860.14,43.61,0.1,0.1,74.18,418.12,0,181.52,814.8,4658.75,0,2786.2,0,0,7112.13,2942.84,0,9.31,0,0,0,18814.5,16168.75
"354","Karnataka","2003-2004","Congress","BJP",0,52851,11616.74,15814.93,2900.97,25.13,25,0.18,70.93,505.11,5381.64,246.58,904.8,5744.16,0,3244.81,0,0,9039.13,4944.95,0,12.12,0,0,0,21284.72,20759.88
"355","Karnataka","2004-2005","Congress","Congress",1,52851,14233.27,19950.76,4537.47,7.97,39.35,0.93,117.27,845.48,1462.79,280.11,1164.07,7536,0,3878.44,0,0,9900.24,6618.9,0,23.76,0,0,0,24931.85,26569.66
"356","Karnataka","2005-2006","Congress","Congress",1,52851,16846.11,22844.97,5604.01,7.69,33.81,0.96,58.35,1024.74,0,331.87,1255.23,8614.31,0,4213.42,0,0,10035.83,7507.08,0,9.41,0,0,0,28040.9,30352.05
"357","Karnataka","2006-2007","JDS","Congress",0,52851,21376.95,28675.36,8221.63,142.95,132,176.34,286.09,1758.35,0,393.95,1498.87,10262.85,0,5374.33,0,1018.57,10419.42,8911.58,0,10.43,0,0,0,33435.43,37586.95
"358","Karnataka","2007-2008","Unstable","Congress",0,61095,24576.99,32765.99,8309.92,354.24,280.18,136.91,474.48,1400.13,78.13,454.41,1262.09,12631.9,0,6779.23,0,1444.07,10871.78,8385.15,0,14.69,0,0,0,37374.77,41151.14
"359","Karnataka","2008-2009","BJP","Congress",0,61095,27009.63,34799.43,9394.92,300.65,426.34,134.35,234.88,2047.97,0,548.07,1048.77,13573.96,0,7153.77,0,1472.96,12275.57,8491.25,0,0,0,0,0,41659.29,43290.67
"360","Karnataka","2009-2010","BJP","Congress",0,61095,32300.57,37938.58,11646.83,320.97,490.5,73.93,313.83,2423.55,0,535.91,936.96,14895.71,0,7359.98,0,1687.23,12762.35,11217.12,0,0,0,0,0,47536.92,49155.7
"361","Karnataka","2010-2011","BJP","Congress",0,61095,37000.26,47979.43,12889.7,436.86,347.98,125.25,352.65,2901.78,0,559.07,874.1,19360.59,0,9506.31,0,1963.5,14055.11,10226.79,0,0,0,0,0,54033.85,58206.23
"362","Karnataka","2011-2012","BJP","Congress",0,61095,44325.63,57551,14880.17,359.03,51,157.42,355.39,3869.98,0,615.24,926.07,24093.94,0,11075.04,0,2214.26,16445.48,12255.27,0,0,0,0,0,65115.07,69806.27
"363","Karnataka","2012-2013","BJP","Congress",0,61095,52093.99,66400.7,14889,361.3,188.86,215.75,190.55,4553.87,0,715.15,1021.01,27393.43,0,12647.14,0,2719.73,20180.84,11775.53,0,0,0,0,0,76293.26,78176.22
"364","Karnataka","2013-2014","Congress","Congress",1,61095,59214.72,76411.81,16446.12,440.41,161.84,58.32,295.87,5213.39,0,814.29,2805.17,30914.18,0,13808.27,0,3057.77,24954.41,13130.72,-4.14,0,0,0,0,89189.57,89542.53
"365","Karnataka","2014-2015","Congress","BJP",0,61095,69337.56,84834.46,19003.835,790.4261,226.6049,14.004,323.0375,5045.6862,0,888.2298,3251.886,35034.144,0,14654.25,0,3654.18,28265.27,19307.69,0,0,0,0,0,103614.3,104142.15
"366","Karnataka","2015-2016","Congress","BJP",0,61095,80153.2531,99533.5257,19721.6157,819.7126,859.6907,6.6254,324.4526,5289.0195,0,852.5588,2212.0565,8024.6549,0,23983.34,0,5252.47,30799.2801,19283.7888,0,0,0,0,0,117028.5811,118817.3145
"367","Karnataka","2016-2017","Congress","BJP",0,61095,94970.614,111716.0709,27090.0419,743.6581,1788.5397,49.2552,1280.5298,7309.7957,0,902.08,2288.0123,10355.0645,0,28759.94,0,6401.72,31264.5531,21497.718,0,0,0,0,0,131920.7505,133213.7889
"368","Karnataka","2017-2018","Congress","BJP",0,61095,101508.1299,118882.3391,29689.31056,1132.3191,2280.0093,113.7429,423.2023,6963.2191,0,979.0994,1319.058,11981.5655,27386.8991,28547.2422,447.56,8208.94,34484.4373,28117.3088,0,0,6246,0,0,142482.3301,146999.6479
"369","Karnataka","2018-2019","JDS","BJP",0,61095,116219.4932,132724.5416,33831.9156,1107.9724,2153.6346,66.826,395.6549,8327.0536,0,1057.0003,734.5497,14579.7895,42663.0346,35187.83,8858.76,9192.4,42655.0491,32254.1174,0,0,10754,0,0,164299.852,164978.659
"370","Karnataka","2019-2020","BJP","BJP",1,61095,119008.8501,133281.7879,34750.5233,821.9568,1764.5219,64.8048,434.3474,8343.9827,310.49,1141.011,889.6482,15618.0956,42147.2306,30919,8773.82,8260.51,48823.8372,42161.0066,0,0,14496.904,0,0,174257.4029,175442.7945
"371","Karnataka","2020-2021","BJP","BJP",1,61095,115354.9448,118746.6499,44199.7645,2099.4437,3332.1109,86.53,417.7812,10548.974,0,1127.0867,659.665,15424.498,37711.1788,21694.11,6236.01,6837.75,55017.9287,37969.7565,0,0,NA,NA,NA,176053.9104,156716.4064
"372","Karnataka","2021-2022","BJP","BJP",1,61095,140143.1725,154022.36,46934.5497,2574.8412,4541.0413,306.1317,870.9333,9806.8282,0,1269.6434,977.3204,18359.2365,49929.0187,33283.58,9158.36,9623.93,62669.0634,41739.4733,0,0.028,NA,NA,NA,209428.0583,195761.8333
"373","Karnataka","2022-2023","BJP","BJP",1,61095,127777.2604,156665.967,42165.3638,1495.5705,3170.99,93.1665,257.23,8078.0917,0.1,1150,0,17580,53220,29783.21,9779.36,8981.3,70758.8841,33221.5765,0,0,NA,NA,NA,204586.6836,189887.5435
"374","Karnataka","2023-2024","Congress","BJP",0,61095,163745.45,210554.8102,47696.6874,1442.02,-1202.26,89.5978,5214.02,8208.3546,1,1400,0,21100,76150,37252.21,12045.61,11599.62,80371.3007,27855,0,0,NA,NA,NA,250932.5027,238409.8102
"375","Kerala","1990-1991","Communist Party of India","Samajwadi Janta Party",0,29099,1802.6,1826.61,248.36,9.22,0.14,0,1.97,46.09,0,23.94,96.67,800.68,0,486.26,0,153.65,990.05,576.32,2.06,8.54,0,0,0,2824.95,2402.93
"376","Kerala","1991-1992","Congress","Congress",1,29099,1969.12,2250.36,280.27,9.14,0,0,1.55,51.75,0,35.12,98.46,1023.5,0,576.43,0,190.42,1220.57,601.76,3.08,2.76,0,0,0,3216.45,2852.12
"377","Kerala","1992-1993","Congress","Congress",1,29099,2280.6,2573.92,268.19,9.1,0,0,1.38,53.85,0,12.52,91.35,1213.98,0,686.95,0,225.94,1335.61,744.81,0.02,3.76,0,0,0,3656.14,3318.73
"378","Kerala","1993-1994","Congress","Congress",1,29099,2585.97,3096.05,352.58,14.23,0,0,1.97,69.81,0,20.88,128.03,1375.51,0,751.18,0,289.87,1647.44,826,0.12,12.77,0,0,0,4293.36,3922.05
